uuid,name,viaf_id,gnd_id,best_qid,best_label,best_description,best_score,best_reasons,second_qid,second_score,action,signal_source,all_candidates
15b64d92-a617-438b-8f71-e4d135d387c6,פייס לוי,,,,,,0,,,0,manual,name,[]
3bd3e720-1725-481e-bd5f-e161789229cc,"פייפר כ""ץ",,,,,,0,,,0,manual,name,[]
6209fc25-2555-4598-acba-e3e57ff2cbff,"פילטא בהר""ר יוזל",,,,,,0,,,0,manual,name,[]
4fc967ac-a8d1-481c-a88b-ac908b8c461d,פיליפסזאהן,,,,,,0,,,0,manual,name,[]
d3b4e0cc-0bde-4cbd-92d9-ef42196758c8,פילליפ עללבאגען,,,,,,0,,,0,manual,name,[]
ed077a4d-b08e-4ac9-a574-92b7b61d9b52,פינקוס אראן אייזענשיטץ,,,,,,0,,,0,manual,name,[]
18aa5a3c-d26e-4d65-b4bb-853f7dff121c,פישער,,,Q331432,fisher,"someone who captures fish and other animals from a body of water, or gathers shellfish",17,search_rank_0|name_exact|has_sitelinks,Q6986397,17,manual,name,"[{""qid"": ""Q331432"", ""label"": ""fisher"", ""desc"": ""someone who captures fish and other animals from a body of water, or gathers shellfish"", ""score"": 17}, {""qid"": ""Q6986397"", ""label"": ""אלי פישר"", ""desc"": ""איש עסקים ישראלי"", ""score"": 17}, {""qid"": ""Q65601996"", ""label"": ""יעל פישר"", ""desc"": ""פרופ' לחינוך"", ""score"": 13}, {""qid"": ""Q11231408"", ""label"": ""Fischer"", ""desc"": ""family name"", ""score"": 10}, {""qid"": ""Q118927702"", ""label"": ""פישר, אהרן אלעזר בן יעקב יחיאל"", ""desc"": """", ""score"": 9}, {""qid"": ""Q118912872"", ""label"": ""פישר, שמחה"", ""desc"": """", ""score"": 7}, {""qid"": ""Q118912525"", ""label"": ""פישר, ליאה"", ""desc"": """", ""score"": 7}]"
8e0a5ccd-4042-43ce-ad97-f468f2ecc852,פלק כהן (עמנואל שושן עמק),,,,,,0,,,0,manual,name,[]
e4b208ee-254a-42f2-9a20-6e2d57b36478,פנחס זעליג בן אהרן,,,,,,0,,,0,manual,name,[]
ea9ba8a9-ba71-4267-9cb5-801d8389b387,פנחס קעלין,,,,,,0,,,0,manual,name,[]
57fa19f7-a67b-4655-9f32-551945a4153f,פנחס שטראלזונד,,,,,,0,,,0,manual,name,[]
2727b7e7-a1b5-4ef8-bdd5-60d3c6228711,פנחס שניצלער,,,,,,0,,,0,manual,name,[]
e8b485d6-1321-4617-82a6-c66e7fb4cfb3,פעטער הייניטץ,,,,,,0,,,0,manual,name,[]
29d89d45-c832-43b1-9337-795a84e28d3e,פפונגסט,,,,,,0,,,0,manual,name,[]
500bc1f7-2f80-44aa-9d9a-c07cb6819f9f,"פראנק, וואלף",,,,,,0,,,0,manual,name,[]
08364b06-5441-4651-a19e-e991c50521ca,"פרידלנדר, בערמן",,,,,,0,,,0,manual,name,[]
ec25e279-0ee8-4b85-a51d-9c577b90ff00,"פרידלנדר, בר""ד בונם",,,,,,0,,,0,manual,name,[]
90ec9ef4-a7c1-4474-a66d-70a130c47b96,"פרידלענדר, אברהם",,,,,,0,,,0,manual,name,[]
4d7b472b-0b6a-40da-ab23-e18ea657897f,"פרידלענדר, בונם בר""ד בונם בר""ד פ""ל",,,,,,0,,,0,manual,name,[]
25ee7369-051a-4abe-9c6a-5e44bfdc0b96,"פריידל, יוסף",,,,,,0,,,0,manual,name,[]
8b9d1f2f-b616-47ba-ae35-14aeaa23e6b5,פריידלש,,,,,,0,,,0,manual,name,[]
b288d567-164b-4302-8689-0e72a44227bb,"פרענקל, אברהם בר""ל",,,,,,0,,,0,manual,name,[]
47cb83fd-618c-4495-8d42-83d52d34f302,"פרענקל, אהרן",,,,,,0,,,0,manual,name,[]
883037f3-c657-4a64-9650-27f238b5e94f,"פרענקל, אליהו",,,,,,0,,,0,manual,name,[]
ebabc979-eb0c-433a-b2df-acfac6e16a00,"פרענקל, גבריאל",,,,,,0,,,0,manual,name,[]
2f5c9370-549e-4db2-939d-75b106051f20,"פרענקל, הירש בר""מ",,,,,,0,,,0,manual,name,[]
b2d52a85-1230-47be-b40f-10ba3164358a,"פרענקל, ליב",,,,,,0,,,0,manual,name,[]
cd8ee9b4-8f72-43f9-86e9-61a2f32bbe73,"פרענקל, ליב",,,,,,0,,,0,manual,name,[]
c5ec634b-1188-4237-8943-73b900f40a7e,"פרענקל (פו""מ), ליב",,,,,,0,,,0,manual,name,[]
e41d6ca2-32ca-4a65-b858-63b75b4dbb53,צאדיק שלעזינגער,,,,,,0,,,0,manual,name,[]
cc99309a-6475-48bf-948d-e0bfddd5d34a,צאראך ווערטהיים (Dr. med.),,,,,,0,,,0,manual,name,[]
54b8cdb0-6db8-410b-b189-5a679baf8e1a,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
c78af583-bc45-4ff5-b948-bb08809fb0ba,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
c4f26ab5-ad18-4793-95c6-e1bc8f127a05,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
31407537-6705-48c6-8da2-505feb0a855c,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
2b3177f7-717a-41b6-a0f8-79f101816c33,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
b433dc0e-7726-4942-b7d7-d5878a94b7d4,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
a32bd66b-6662-4140-bcd1-12379f5eaafc,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
1f10a489-38d8-448f-9962-48babbc4533b,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
89ea11af-77fe-44ca-af53-cbc554df81c5,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
5961a737-9ef4-4340-9290-47e1e0e8bec6,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
5ced172a-001b-401b-ad8e-d5ddd53a1645,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
08cd28f3-d636-4689-94ed-681cc77a25f1,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
5dd57214-35cf-4f7d-a7a0-c0fb02547098,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
7916da3a-903b-4bc1-98f3-ef7b9e72c7be,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
76a32602-726f-4c3a-8eae-806e52a903fe,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
6a829a15-1f4c-4633-be3a-5ddc8f06bb12,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
6b1b28b8-2132-4e1d-936d-624fcc8d518f,צבי הירש,,,Q22001649,Tzvi Hirsch Masliansky,American Jewish Orator,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q5771618,19,manual,name,"[{""qid"": ""Q22001649"", ""label"": ""Tzvi Hirsch Masliansky"", ""desc"": ""American Jewish Orator"", ""score"": 20}, {""qid"": ""Q5771618"", ""label"": ""Hirsch Janow"", ""desc"": ""Polish rabbi"", ""score"": 19}, {""qid"": ""Q63762"", ""label"": ""צבי גרץ"", ""desc"": ""היסטוריון יהודי גרמני"", ""score"": 13}, {""qid"": ""Q116687110"", ""label"": ""Tzvi Hirsch"", ""desc"": ""männlicher Vorname"", ""score"": 11}, {""qid"": ""Q1389056"", ""label"": ""Harry Austryn Wolfson"", ""desc"": ""American academic (1887–1974)"", ""score"": 11}, {""qid"": ""Q244522"", ""label"": ""צבי הירש קלישר"", ""desc"": ""רב ממבשרי הציונות"", ""score"": 9}]"
062ec3b6-ffb6-4374-8001-9f6a5193843e,צבי הירש אויערבך מבראנדיש,,,,,,0,,,0,manual,name,[]
7e34ea5e-9636-4e24-8cee-8a3e6f08bc13,"צבי הירש בלא""א הרב מהר""ם",,,,,,0,,,0,manual,name,[]
4a76ed16-afcb-4e9b-a082-5f930bfcd51e,צבי הירש בן מאיר,,,Q111643045,Hirsch Rabinowitz,Russian-Jewish scientist and publicist (1832–1889),17,search_rank_0|p31_human|name_partial,Q108532330,17,manual,name,"[{""qid"": ""Q111643045"", ""label"": ""Hirsch Rabinowitz"", ""desc"": ""Russian-Jewish scientist and publicist (1832–1889)"", ""score"": 17}, {""qid"": ""Q108532330"", ""label"": ""Hirsch Meyer Baschwitz"", ""desc"": ""German translator"", ""score"": 17}]"
3f1cb0de-dbbb-46d5-a18c-0f246ebb337e,צבי הירש בן מנחם נחום,,,,,,0,,,0,manual,name,[]
e9a3bfc6-5c84-4a09-92fc-1a6e04518cb3,"צבי הירש בן משולם זלמן סג""ל הורוויץ",,,,,,0,,,0,manual,name,[]
3a7eaafd-d69a-4765-8c0f-79d1ef6a6ba1,"צבי הירש בן שמעון כ""ץ",,,,,,0,,,0,manual,name,[]
16755649-1a11-4d4b-a668-5a0a09dfdb08,צבי הירש ליבשיץ,,,,,,0,,,0,manual,name,[]
8bd007a0-05c6-414d-97e0-e43792af7d0d,צבי הירש ליבשיץ,,,,,,0,,,0,manual,name,[]
8c683535-29b6-4ec0-8f06-18ea7523a2e9,צבי הירש לנצבורג,,,,,,0,,,0,manual,name,[]
24d5e56c-75ef-4760-8cad-7eba8a082846,צבי הירש מייזיל,,,,,,0,,,0,manual,name,[]
3f8f85c1-1d15-4fde-8173-b82ef8159a52,צבי הירש מייזיל,,,,,,0,,,0,manual,name,[]
ad933033-797a-4e51-bb5f-0091cc8947aa,צבי הירש מייזיל,,,,,,0,,,0,manual,name,[]
77178448-3615-4d2b-b0a6-6091c585b4cf,צבי הירש מייזלש,,,,,,0,,,0,manual,name,[]
01603920-7209-4891-9f08-98871c41713c,צבי הירש מירלש,,,,,,0,,,0,manual,name,[]
bc57ff38-c31a-4be3-8a21-13a57f1887a7,צבי הירש מירלש,,,,,,0,,,0,manual,name,[]
853ec532-df97-4be7-b11a-cc1c849a4efe,צבי הירש מלונדן,,,,,,0,,,0,manual,name,[]
5558ac6a-cf0d-4c42-a136-b8589600d86d,צבי הירש מלונדן,,,,,,0,,,0,manual,name,[]
fa212749-657b-4dac-8726-dc4d67c435a5,צבי הירש ראזאנים,,,,,,0,,,0,manual,name,[]
68e051ee-fc52-4fcb-88a5-bc972ca57920,"צבי הירש ראזאנים (הרב אב""ד דק""ק לבוב וקרייז)",,,,,,0,,,0,manual,name,[]
190e7b54-1547-42b9-a497-1f950290d2b9,צבי יהושע הלוי איש הורוויץ,,,,,,0,,,0,manual,name,[]
91f3b73d-e8b7-4905-89a3-2ff8b4fedecb,"צדוק בר""א",,,,,,0,,,0,manual,name,[]
9b86bfe2-7a9d-4bc6-a296-ee9671914ac8,"צדוק ב""ר יואך נויאן",,,,,,0,,,0,manual,name,[]
af5759d7-a557-48a2-91c6-8ffd0a9413fe,צדוק מברעסלויא,,,,,,0,,,0,manual,name,[]
2784a989-faed-40fa-a706-6ee86d72e92f,צדוק קינשבורג,,,,,,0,,,0,manual,name,[]
34b90734-b7c6-4c65-9d96-c62f969412fa,"צילך, טעבל בר''י",,,,,,0,,,0,manual,name,[]
852e5917-34f5-41f2-9eaa-29777a1e941a,צעזאר,,,,,,0,,,0,manual,name,[]
c82290bc-d20f-4ded-88e8-9af63dfb6ea2,צערף,,,,,,0,,,0,manual,name,[]
b73343fe-4f0b-4037-bd1d-6f887db61b38,קאהן,,,Q1260948,Kahn,family name,17,search_rank_0|name_exact|has_sitelinks,Q37046104,15,manual,name,"[{""qid"": ""Q1260948"", ""label"": ""Kahn"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q37046104"", ""label"": ""Kahan"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q4785198"", ""label"": ""Arcadius Kahan"", ""desc"": ""Economic historian, professor"", ""score"": 15}, {""qid"": ""Q118923878"", ""label"": ""Aharon Kahn"", ""desc"": """", ""score"": 13}, {""qid"": ""Q118927918"", ""label"": ""David Cohen"", ""desc"": """", ""score"": 9}]"
81890730-686d-4d65-9ee1-584540e9de74,"קאסל, ליב",,,,,,0,,,0,manual,name,[]
9933df42-85f6-44fc-be9b-b5d2a520d705,קאספר קאהן,,,,,,0,,,0,manual,name,[]
8b1213ba-3337-4191-96b1-7c50c4ae6008,קאפל המבורג,,,,,,0,,,0,manual,name,[]
76ecc2f1-37d5-409b-9efd-23c0c6ae4986,קארל בורשטיין,,,,,,0,,,0,manual,name,[]
40d28b78-ab14-4cbc-9a94-53e2e1467e25,קארל קעניגסבערג,,,,,,0,,,0,manual,name,[]
8096fee0-817b-4090-9765-6e18627db39f,קארל קעניגסבערג,,,,,,0,,,0,manual,name,[]
490f9bc7-0eb3-46bd-a0e8-019c82be52d4,"קוא, משה",,,,,,0,,,0,manual,name,[]
06e790cf-74e2-451e-ba17-809c40fcc589,קיש,,,Q7307,kiss,"touch with the lips, usually to express love or affection, or as a greeting",17,search_rank_0|name_exact|has_sitelinks,Q722595,15,manual,name,"[{""qid"": ""Q7307"", ""label"": ""kiss"", ""desc"": ""touch with the lips, usually to express love or affection, or as a greeting"", ""score"": 17}, {""qid"": ""Q722595"", ""label"": ""קיש"", ""desc"": ""מאכל"", ""score"": 15}, {""qid"": ""Q188874"", ""label"": ""colorectal cancer"", ""desc"": ""cancer of the colon or rectum"", ""score"": 10}, {""qid"": ""Q25858134"", ""label"": ""קיש"", ""desc"": ""שם משפחה (Kish)"", ""score"": 9}, {""qid"": ""Q70893996"", ""label"": ""Seitenlink zu Weiterleitung"", ""desc"": ""Auszeichnung, die einen Seitenlink als Link auf eine Wikimedia-Weiterleitung kennzeichnet; wenn diese Auszeichnung händisch gesetzt wird, bitte stattdessen „absichtlich verlinkte Weiterleitung“ verwenden!"", ""score"": 8}, {""qid"": ""Q123128660"", ""label"": ""קיש"", ""desc"": ""אבי שמעי (סב מרדכי)"", ""score"": 5}, {""qid"": ""Q21197"", ""label"": ""קישינב"", ""desc"": ""בירת מולדובה"", ""score"": 4}, {""qid"": ""Q23425"", ""label"": ""מלפפון"", ""desc"": ""מין של צמח"", ""score"": 4}, {""qid"": ""Q1193907"", ""label"": ""link rot"", ""desc"": ""phenomenon in which URLs gradually tend to cease functioning"", ""score"": 4}]"
